,Item,State,Weekend,Grade,Organic,RPS,DFD,Freshness,Seasonal,Otipy_certified,Unique_Customors,Price,Demand
1377,1,1,1,3,1,0.541,0.498,0.527,1,0,8289,19.95,9875
1378,1,2,0,3,1,0.567,0.476,0.462,0,0,6939,21.0,8735
1379,1,3,0,1,0,0.17,0.251,0.065,1,1,3421,16.8,4686
1380,1,3,0,2,1,0.646,0.595,0.652,0,0,6482,19.95,7545
1381,1,1,0,3,1,0.818,0.866,0.867,0,0,15103,28.35,16406
1382,1,1,0,3,0,0.466,0.638,0.654,1,1,7742,18.9,9522
1383,1,3,0,3,0,0.446,0.645,0.647,0,1,6943,17.85,8889
1384,1,1,1,4,1,0.977,0.89,0.914,1,1,11800,28.6,13844
1385,1,4,1,2,0,0.466,0.449,0.505,0,0,8268,16.8,10197
1386,1,2,0,3,1,0.732,0.839,0.858,0,1,11839,31.5,13013
1387,1,2,1,3,1,0.946,0.782,0.946,1,0,11227,30.45,12724
1388,1,2,0,3,0,0.694,0.49,0.555,0,0,5413,15.75,6803
1389,1,4,1,2,0,0.031,0.034,0.29,1,1,3735,18.7,6437
1390,1,2,0,3,1,0.921,0.828,0.783,0,0,12188,27.3,13489
1391,1,2,1,2,1,0.648,0.505,0.438,0,0,6329,17.85,8325
1392,1,4,0,1,0,0.087,0.276,0.239,1,1,4524,12.6,5594
1393,1,1,1,4,1,0.802,0.912,0.722,0,1,11876,27.3,13201
1394,1,1,0,2,1,0.695,0.528,0.406,1,0,7029,21.0,8171
1395,1,3,1,2,0,0.582,0.467,0.516,1,0,7776,16.8,9359
1396,1,3,0,2,0,0.374,0.215,0.086,0,1,1090,14.7,2227
1397,1,2,0,3,0,0.512,0.461,0.516,0,0,6706,15.75,8243
1398,1,1,0,2,1,0.617,0.427,0.685,1,0,7714,19.95,8997
1399,1,1,1,3,1,0.504,0.401,0.555,0,1,7012,16.8,8886
1400,1,3,1,2,1,0.672,0.622,0.47,0,1,8331,19.95,9467
1401,1,1,0,3,0,0.684,0.463,0.676,1,1,6479,15.75,8367
1402,1,2,0,3,1,0.96,0.798,0.767,1,1,10047,30.45,11914
1403,1,2,1,2,0,0.689,0.497,0.46,1,0,7079,17.85,8546
1404,1,3,0,1,0,0.088,0.162,0.101,0,1,1228,11.55,2823
1405,1,4,0,2,0,0.273,0.207,0.067,0,0,2762,14.7,3978
1406,1,3,0,3,1,0.452,0.658,0.691,0,0,8327,17.85,10075
1407,1,4,0,2,0,0.254,0.163,0.289,0,0,3690,13.65,5008
1408,1,4,0,3,1,0.416,0.638,0.641,1,1,6535,15.75,8363
1409,1,4,1,2,0,0.611,0.487,0.485,1,0,8242,17.85,9707
1410,1,2,1,3,1,0.942,0.963,0.963,1,1,10164,31.9,12471
1411,1,2,1,4,1,0.839,0.947,0.786,0,0,14945,30.45,16129
1412,1,4,1,3,0,0.436,0.582,0.53,1,0,7203,15.75,8545
1413,1,3,1,1,0,0.257,0.189,0.058,0,1,5038,14.7,6046
1414,1,1,1,3,1,0.96,0.809,0.808,1,1,16146,30.8,18277
1415,1,3,1,2,0,0.056,0.112,0.202,1,1,3638,18.7,5649
1416,1,4,0,2,0,0.18,0.222,0.376,1,0,4918,17.85,6074
1417,1,1,0,4,1,0.85,0.933,0.839,1,1,9306,27.3,10846
1418,1,1,0,3,1,0.513,0.418,0.512,0,0,5336,17.85,7265
1419,1,2,0,2,0,0.667,0.609,0.495,0,0,5598,17.85,6607
1420,1,2,0,4,1,0.805,0.798,0.964,1,0,8490,31.5,10429
1421,1,3,0,2,1,0.661,0.637,0.627,1,1,6356,16.8,7888
1422,1,2,1,4,1,0.905,0.976,0.848,1,1,11093,30.8,13892
1423,1,1,0,4,1,0.887,0.864,0.752,1,1,12036,30.45,13423
1424,1,4,1,2,0,0.629,0.414,0.521,1,0,7094,16.8,8550
1425,1,3,0,2,0,0.564,0.62,0.561,0,0,6889,21.0,8584
1426,1,1,0,4,1,0.913,0.875,0.869,1,0,13559,28.35,15419
1427,1,3,0,2,1,0.671,0.409,0.645,1,0,8233,19.95,9335
1428,1,1,0,3,1,0.408,0.605,0.47,1,0,5875,16.8,7212
1429,1,1,0,3,1,0.8,0.711,0.738,1,0,12580,27.3,14415
1430,1,3,1,3,1,0.461,0.602,0.631,1,1,7453,20.9,9687
1431,1,3,1,2,0,0.121,0.177,0.002,1,0,1879,15.75,3589
1432,1,2,0,4,1,0.781,0.823,0.89,0,1,9097,31.5,10494
1433,1,2,0,3,0,0.566,0.695,0.69,0,0,5967,16.8,7452
1434,1,2,0,4,1,0.842,0.913,0.735,1,1,9118,27.3,10556
1435,1,2,0,4,1,0.832,0.745,0.703,1,1,13249,30.45,14425
1436,1,4,1,2,0,0.684,0.532,0.581,1,1,6210,22.0,8799
1437,1,1,1,2,0,0.5,0.61,0.542,1,1,6789,17.6,9714
1438,1,2,1,4,1,0.837,0.968,0.849,1,0,13790,30.45,14903
1439,1,4,1,3,0,0.47,0.667,0.409,0,0,6322,17.85,8141
1440,1,2,0,2,1,0.492,0.582,0.414,1,0,5402,15.75,6490
1441,1,1,1,3,1,0.734,0.972,0.807,1,0,14975,28.35,16973
1442,1,2,0,3,0,0.484,0.431,0.607,0,0,8238,17.85,10238
1443,1,4,1,1,0,0.048,0.104,0.163,1,1,4194,16.5,6269
1444,1,2,0,4,1,0.946,0.796,0.967,1,1,14085,30.45,15518
1445,1,3,0,2,0,0.55,0.63,0.453,1,0,6940,17.85,8038
1446,1,3,0,2,0,0.068,0.383,0.339,1,1,3318,12.6,4452
1447,1,4,1,2,0,0.588,0.632,0.484,1,0,5653,21.0,6660
1448,1,4,1,2,0,0.678,0.536,0.453,0,0,6633,19.95,8054
1449,1,2,0,3,0,0.497,0.507,0.49,1,1,7420,17.85,9301
1450,1,1,1,3,1,0.77,0.804,0.883,1,0,8889,30.45,10390
1451,1,1,1,2,0,0.434,0.581,0.657,0,0,5988,16.8,7954
1452,1,2,0,3,0,0.59,0.461,0.512,1,0,8136,18.9,9648
1453,1,2,0,3,1,0.744,0.953,0.761,1,1,13131,30.45,14899
1454,1,3,0,2,1,0.616,0.482,0.566,0,0,6906,16.8,8225
1455,1,4,0,1,0,0.091,0.153,0.332,1,0,4498,15.75,6240
1456,1,2,1,3,1,0.803,0.769,0.736,0,0,10355,27.3,11895
1457,1,2,0,3,0,0.493,0.564,0.592,1,1,6728,17.85,8697
1458,1,4,0,1,0,0.195,0.125,0.124,0,1,1791,13.65,3127
1459,1,3,1,3,0,0.559,0.563,0.651,1,1,7178,18.7,9179
1460,1,3,1,2,1,0.465,0.636,0.555,1,1,5728,20.9,8467
1461,1,3,0,1,0,0.132,0.304,0.156,0,0,2694,16.8,4665
1462,1,3,0,3,0,0.459,0.473,0.624,1,1,5644,15.75,7418
1463,1,3,0,1,0,0.395,0.133,0.06,1,0,4923,11.55,6004
1464,1,3,0,3,1,0.624,0.491,0.482,0,0,6112,19.95,7365
1465,1,4,1,3,0,0.531,0.603,0.562,1,0,6657,15.75,8417
1466,1,3,1,2,1,0.426,0.603,0.521,0,1,6322,19.95,7387
1467,1,3,1,3,0,0.475,0.562,0.667,1,1,6606,16.5,9590
1468,1,2,1,3,1,0.826,0.841,0.934,0,1,14958,29.4,16209
1469,1,3,1,2,0,0.159,0.285,0.14,1,1,3856,15.4,6663
1470,1,3,1,2,1,0.499,0.484,0.55,1,0,6478,15.75,8271
1471,1,2,0,2,0,0.424,0.415,0.607,0,0,5485,19.95,6901
1472,1,1,1,2,1,0.611,0.567,0.501,1,0,8121,17.85,9628
1473,1,4,1,3,0,0.481,0.604,0.46,0,0,7994,21.0,9138
1474,1,2,1,3,1,0.725,0.859,0.973,0,1,14454,30.45,15901
1475,1,3,1,3,1,0.675,0.453,0.608,1,0,6850,16.8,8195
1476,1,2,1,3,0,0.559,0.485,0.68,0,0,5917,19.95,6920
1477,1,2,1,3,1,0.935,0.99,0.893,0,1,13360,29.4,14433
1478,1,2,1,2,0,0.407,0.677,0.517,1,1,7638,17.6,9664
1479,1,4,0,2,0,0.51,0.525,0.472,1,1,6106,17.85,7982
1480,1,1,1,3,0,0.6,0.432,0.454,0,1,5889,18.9,7093
1481,1,3,0,2,0,0.606,0.552,0.518,1,0,7319,16.8,8750
1482,1,4,0,2,0,0.38,0.182,0.133,1,1,2506,16.8,3943
1483,1,2,1,2,1,0.657,0.406,0.423,0,0,5898,15.75,7531
1484,1,4,1,2,1,0.471,0.625,0.575,0,1,6533,17.85,8324
1485,1,3,0,1,0,0.334,0.207,0.163,0,0,4927,17.85,6702
1486,1,3,0,2,1,0.598,0.506,0.532,1,0,5594,17.85,7039
1487,1,4,1,2,1,0.566,0.532,0.566,0,0,8071,15.75,9179
1488,1,3,0,3,0,0.606,0.623,0.498,0,1,6106,17.85,7752
1489,1,1,0,3,1,0.768,0.927,0.75,1,0,12146,31.5,13693
1490,1,2,1,2,1,0.446,0.639,0.628,0,1,5682,21.0,7351
1491,1,4,0,2,0,0.559,0.521,0.466,0,1,5578,19.95,7247
1492,1,4,0,2,0,0.561,0.462,0.492,1,1,7551,19.95,9513
1493,1,1,1,2,1,0.623,0.688,0.695,1,0,6459,19.95,7835
1494,1,1,0,2,0,0.639,0.651,0.479,1,1,7891,18.9,9425
1495,1,4,0,2,0,0.679,0.51,0.403,1,1,6607,15.75,7622
1496,1,2,0,3,0,0.429,0.602,0.406,0,0,8026,21.0,9391
1497,1,4,0,2,0,0.281,0.049,0.126,0,0,1138,13.65,2549
1498,1,2,0,3,0,0.589,0.69,0.542,0,0,6499,15.75,7807
1499,1,1,0,3,1,0.456,0.688,0.681,0,1,6354,16.8,8324
1500,1,2,1,2,0,0.411,0.597,0.583,0,1,6202,18.9,7661
1501,1,3,1,2,1,0.409,0.429,0.67,0,1,7127,16.8,8654
1502,1,2,0,2,0,0.621,0.478,0.522,1,0,5419,16.8,7322
1503,1,3,1,2,0,0.026,0.313,0.112,0,1,5209,12.6,6231
1504,1,2,0,3,1,0.861,0.935,0.73,1,0,11714,30.45,13183
1505,1,4,0,2,0,0.579,0.404,0.657,0,1,7445,16.8,9172
1506,1,2,0,4,1,0.829,0.843,0.94,1,0,14786,26.25,16583
1507,1,2,1,3,1,0.999,0.998,0.701,1,1,9993,29.7,12314
1508,1,1,1,2,1,0.41,0.439,0.672,0,1,7578,21.0,9120
1509,1,3,0,3,0,0.651,0.419,0.615,0,1,6435,21.0,8116
1510,1,3,0,3,1,0.645,0.672,0.475,0,0,6819,21.0,8651
1511,1,2,1,3,1,0.671,0.686,0.576,0,1,6071,19.95,7460
1512,1,3,0,2,0,0.332,0.174,0.187,1,1,1579,13.65,3470
1513,1,1,0,4,1,0.748,0.756,0.708,0,0,15293,27.3,16724
1514,1,1,1,3,0,0.643,0.509,0.689,1,1,8408,17.6,10601
1515,1,1,1,2,0,0.698,0.466,0.507,0,1,7499,17.85,8692
1516,1,1,1,3,1,0.832,0.874,0.87,1,0,14918,29.4,15960
1517,1,2,1,3,1,0.438,0.667,0.538,1,0,6479,18.9,8079
1518,1,2,0,2,1,0.584,0.534,0.544,1,1,6116,17.85,7533
1519,1,4,1,3,0,0.461,0.457,0.51,1,1,6857,19.8,9459
1520,1,4,1,3,1,0.637,0.488,0.536,1,1,5626,18.7,7728
1521,1,1,0,3,0,0.696,0.428,0.564,1,1,7456,19.95,8820
1522,1,2,1,4,1,0.828,0.866,0.997,1,1,8842,27.5,11624
1523,1,1,0,2,1,0.605,0.424,0.486,0,0,7527,17.85,9231
1524,1,4,0,2,0,0.121,0.087,0.226,1,1,2076,10.5,3672
1525,1,1,0,4,1,0.932,0.824,0.839,1,0,9291,28.35,11165
1526,1,2,1,3,1,0.905,0.751,0.842,1,0,8635,27.3,9903
1527,1,3,0,3,0,0.652,0.684,0.688,1,1,8382,16.8,10279
1528,1,3,1,1,0,0.295,0.343,0.338,1,1,4430,14.3,7319
1529,1,4,1,2,0,0.42,0.546,0.678,0,1,6302,15.75,7747
1530,1,1,1,2,0,0.508,0.547,0.495,1,0,7775,16.8,8900
1531,1,2,1,4,1,0.95,0.977,0.888,0,0,12245,28.35,14061
1532,1,3,0,2,0,0.622,0.421,0.613,1,0,8027,18.9,9092
1533,1,3,1,3,1,0.412,0.544,0.434,0,1,7323,15.75,9090
1534,1,3,0,3,0,0.411,0.602,0.409,0,0,6154,19.95,7689
1535,1,1,0,2,0,0.515,0.694,0.635,0,0,8150,16.8,9245
1536,1,3,1,2,0,0.177,0.392,0.197,1,1,1204,14.3,4109
1537,1,1,1,4,1,0.782,0.736,0.734,1,0,14894,27.3,16815
1538,1,4,0,3,0,0.564,0.544,0.424,1,1,7271,21.0,9087
1539,1,2,0,3,1,0.579,0.558,0.585,1,1,6659,16.8,8447
1540,1,4,1,2,0,0.507,0.467,0.474,1,0,8229,18.9,9845
1541,1,3,1,2,1,0.642,0.652,0.67,1,0,6543,17.85,7970
1542,1,3,1,1,0,0.212,0.378,0.373,0,0,3037,14.7,4480
1543,1,1,1,3,1,0.798,0.863,0.746,1,1,10294,27.5,13069
1544,1,4,0,3,1,0.627,0.459,0.698,0,1,6607,17.85,8481
1545,1,2,0,3,1,0.571,0.664,0.573,0,0,7618,21.0,8671
1546,1,4,0,3,0,0.471,0.642,0.562,0,0,5464,17.85,6814
1547,1,3,1,2,0,0.425,0.58,0.676,0,1,6415,19.95,7895
1548,1,3,1,2,0,0.575,0.46,0.504,0,1,7980,18.9,9456
1549,1,1,0,4,1,0.716,0.963,0.893,1,1,12684,30.45,13755
1550,1,1,1,3,1,0.56,0.577,0.497,0,1,5408,15.75,7326
1551,1,3,0,1,0,0.36,0.164,0.012,1,0,4642,11.55,6091
1552,1,4,0,2,0,0.647,0.61,0.41,0,0,6818,18.9,8163
1553,1,1,1,3,0,0.423,0.413,0.634,0,0,6384,15.75,8355
1554,1,3,0,2,0,0.663,0.551,0.634,0,1,5445,17.85,7067
1555,1,1,0,3,1,0.797,0.824,0.981,0,0,14969,26.25,15991
1556,1,3,1,2,1,0.576,0.51,0.547,0,1,7005,21.0,8474
1557,1,1,1,2,1,0.533,0.572,0.524,1,1,5574,22.0,8420
1558,1,1,1,4,1,0.849,0.984,0.725,0,0,10229,29.4,11817
1559,1,3,0,2,0,0.605,0.484,0.431,0,0,5278,21.0,6347
1560,1,3,0,2,0,0.013,0.264,0.244,1,1,2039,17.85,3046
1561,1,2,1,3,1,0.917,0.902,0.844,1,1,14143,31.9,16174
1562,1,4,0,2,0,0.685,0.615,0.668,1,0,7569,21.0,9103
1563,1,4,1,3,0,0.569,0.474,0.636,1,1,8295,19.8,10979
1564,1,2,1,3,1,0.898,0.804,0.992,0,1,11453,31.5,13392
1565,1,2,1,3,0,0.482,0.565,0.428,0,1,8381,21.0,9464
1566,1,3,1,2,0,0.043,0.112,0.393,1,0,3881,15.75,5258
1567,1,1,0,4,1,0.723,0.869,0.922,1,0,12775,30.45,14615
1568,1,1,0,2,0,0.506,0.503,0.401,0,1,5676,18.9,7151
1569,1,4,1,3,0,0.645,0.471,0.478,0,0,7326,15.75,9323
1570,1,2,1,3,1,0.806,0.803,0.746,1,0,15493,31.5,17215
1571,1,3,0,2,0,0.685,0.553,0.453,1,0,7571,15.75,9049
1572,1,1,0,3,1,0.572,0.564,0.565,1,1,5401,19.95,6734
1573,1,1,0,3,1,0.923,0.758,0.83,1,1,15688,28.35,17019
1574,1,2,0,2,1,0.405,0.506,0.524,0,0,8106,17.85,9482
1575,1,3,0,1,0,0.349,0.18,0.055,0,0,5210,10.5,6715
1576,1,1,1,3,1,0.711,0.924,0.882,0,1,13652,26.25,15519
1577,1,4,1,3,1,0.567,0.581,0.661,1,0,5655,17.85,7532
1578,1,1,1,4,1,0.828,0.896,0.878,1,0,10096,29.4,11617
1579,1,3,0,2,0,0.567,0.424,0.448,0,1,5279,18.9,6555
1580,1,3,1,3,1,0.415,0.58,0.579,1,0,6000,21.0,7941
1581,1,4,0,3,1,0.428,0.445,0.463,1,1,6282,16.8,7673
1582,1,1,1,3,1,0.975,0.891,0.999,1,1,11154,27.5,13415
1583,1,1,0,3,1,0.749,0.801,0.92,0,1,15684,27.3,17601
1584,1,3,0,2,0,0.15,0.067,0.109,1,1,4557,17.85,5809
1585,1,4,1,2,0,0.595,0.549,0.651,1,0,5714,16.8,7015
1586,1,4,1,3,0,0.528,0.542,0.604,1,0,6555,16.8,8167
1587,1,3,0,2,0,0.298,0.216,0.026,1,0,2639,11.55,4352
1588,1,3,0,1,0,0.273,0.067,0.399,0,1,4179,12.6,5256
1589,1,4,0,2,0,0.656,0.593,0.59,0,1,6376,17.85,8010
1590,1,3,0,2,0,0.146,0.305,0.09,0,1,3560,14.7,5420
1591,1,2,0,4,1,0.752,0.946,0.945,1,1,14722,27.3,16039
1592,1,3,0,1,0,0.333,0.001,0.174,0,1,2097,11.55,3542
1593,1,1,0,4,1,0.939,0.86,0.994,0,1,9185,30.45,10304
1594,1,2,1,2,0,0.585,0.457,0.615,0,0,5300,17.85,6415
1595,1,1,1,2,1,0.512,0.489,0.596,1,0,7035,17.85,8457
1596,1,3,1,2,0,0.289,0.038,0.033,1,0,3603,16.8,4936
1597,1,1,1,3,1,0.898,0.866,0.929,0,1,13150,27.3,14435
1598,1,1,0,3,0,0.584,0.457,0.617,0,0,8094,17.85,9124
1599,1,3,0,3,1,0.514,0.437,0.524,1,1,6876,19.95,8392
1600,1,2,0,3,1,0.616,0.416,0.438,1,0,7631,17.85,8893
1601,1,3,1,3,0,0.659,0.415,0.416,0,0,7054,16.8,8812
1602,1,1,1,3,1,0.458,0.667,0.623,1,0,8162,19.95,9254
1603,1,4,1,3,1,0.577,0.562,0.576,0,0,6830,16.8,8682
1604,1,2,1,3,0,0.504,0.461,0.446,0,0,5878,19.95,6889
1605,1,1,0,2,1,0.495,0.47,0.484,0,0,6658,16.8,8405
1606,1,2,0,3,1,0.953,0.731,0.872,1,1,9224,30.45,10307
1607,1,3,0,3,0,0.429,0.611,0.586,1,1,5697,17.85,7511
1608,1,1,1,3,1,0.989,0.835,0.887,0,0,10522,26.25,12439
1609,1,1,1,3,1,0.807,0.972,0.747,0,1,15042,31.5,16113
1610,1,1,0,3,0,0.682,0.674,0.571,0,1,5251,16.8,7055
1611,1,4,1,1,0,0.224,0.334,0.346,0,1,1544,15.75,3544
1612,1,4,0,2,1,0.47,0.498,0.604,1,1,7026,15.75,8696
1613,1,1,1,2,0,0.515,0.577,0.539,0,1,5981,15.75,7932
1614,1,3,1,1,0,0.347,0.191,0.323,1,1,1681,15.4,4527
1615,1,1,1,3,1,0.919,0.981,0.889,0,1,8793,29.4,9968
1616,1,4,1,3,0,0.573,0.498,0.542,1,0,7569,19.95,9567
1617,1,1,1,3,1,0.974,0.894,0.781,0,1,15720,30.45,17358
1618,1,2,0,3,1,0.988,0.796,0.91,0,0,14722,26.25,16343
1619,1,3,0,2,0,0.454,0.7,0.649,0,0,6051,19.95,7634
1620,1,3,0,1,0,0.015,0.349,0.225,0,0,1092,15.75,2784
1621,1,1,0,3,0,0.452,0.688,0.49,0,0,8057,21.0,9927
1622,1,2,0,2,1,0.552,0.53,0.692,1,1,5833,17.85,6940
1623,1,3,0,1,0,0.307,0.249,0.339,1,1,2199,11.55,4043
1624,1,2,0,4,1,0.788,0.751,0.947,0,1,10335,26.25,12312
1625,1,3,0,3,0,0.45,0.499,0.68,1,0,5660,18.9,7214
1626,1,4,1,1,0,0.323,0.107,0.06,0,0,1080,17.85,2673
1627,1,2,1,3,1,0.883,0.988,0.927,1,1,15112,31.9,17775
1628,1,4,1,2,1,0.409,0.629,0.698,0,1,5272,19.95,6309
1629,1,4,0,2,0,0.381,0.396,0.354,0,0,2926,13.65,4750
1630,1,1,0,3,1,0.993,0.989,0.952,1,0,8494,26.25,10141
1631,1,4,0,2,1,0.681,0.402,0.568,1,1,6868,15.75,8487
1632,1,1,1,2,1,0.596,0.416,0.413,1,1,6041,20.9,8057
1633,1,2,1,3,1,0.933,0.931,0.944,0,1,14473,29.4,15655
1634,1,2,0,3,1,0.496,0.516,0.487,0,0,7899,21.0,9677
1635,1,2,0,3,0,0.688,0.498,0.43,1,0,7815,16.8,9345
1636,1,1,0,3,1,0.977,0.77,0.888,1,1,9550,29.4,11468
1637,1,4,1,2,0,0.044,0.132,0.162,1,0,2618,11.55,3685
1638,1,3,1,3,1,0.498,0.562,0.562,1,0,7772,15.75,8874
1639,1,1,1,4,1,0.966,0.951,0.798,0,0,10847,29.4,12501
1640,1,3,0,1,0,0.112,0.005,0.04,0,1,3331,14.7,4814
1641,1,3,1,1,0,0.173,0.067,0.3,1,1,5182,18.7,7209
1642,1,2,0,4,1,0.839,0.905,0.862,0,1,10204,26.25,11429
1643,1,4,0,2,0,0.489,0.632,0.658,0,0,7967,19.95,9799
1644,1,4,0,3,0,0.601,0.472,0.474,0,1,6007,18.9,7096
1645,1,2,1,2,0,0.618,0.451,0.57,1,1,5859,17.6,8582
1646,1,4,0,2,0,0.27,0.236,0.292,0,0,1966,12.6,3707
1647,1,4,1,1,0,0.063,0.23,0.041,1,0,2105,12.6,3232
1648,1,2,0,4,1,0.775,0.793,0.82,0,1,8497,29.4,9874
1649,1,1,1,2,0,0.552,0.456,0.65,1,0,7830,17.85,9674
1650,1,3,0,2,0,0.055,0.328,0.274,1,0,4340,14.7,5697
1651,1,1,1,2,0,0.691,0.591,0.429,1,1,8082,22.0,10891
1652,1,1,0,3,1,0.668,0.419,0.662,0,1,5686,15.75,6926
1653,1,1,1,2,1,0.499,0.411,0.575,1,0,6872,15.75,7985
1654,1,2,1,3,1,0.752,0.727,0.748,1,1,9370,30.8,11783
1655,1,1,0,3,0,0.65,0.668,0.661,0,0,8388,19.95,9569
1656,1,4,0,2,0,0.5,0.642,0.615,1,0,6470,18.9,7983
1657,1,1,1,2,1,0.422,0.422,0.59,0,0,5302,18.9,6880
1658,1,4,1,2,0,0.359,0.264,0.386,1,1,4276,15.4,6522
1659,1,3,1,3,1,0.697,0.644,0.673,1,0,7665,18.9,8916
1660,1,3,1,2,0,0.356,0.382,0.302,1,1,3913,17.6,6757
1661,1,1,1,3,1,0.59,0.552,0.626,0,0,7920,16.8,9334
1662,1,4,1,3,1,0.64,0.487,0.543,1,0,5429,19.95,7400
1663,1,4,1,3,0,0.697,0.62,0.653,1,0,5842,21.0,7296
1664,1,4,0,2,0,0.672,0.557,0.662,1,1,5938,15.75,7667
1665,1,4,1,3,1,0.489,0.661,0.418,1,0,7976,16.8,9051
1666,1,4,1,2,0,0.184,0.375,0.171,1,1,1348,12.1,3954
1667,1,1,1,3,1,0.491,0.666,0.501,1,1,7742,18.7,9790
1668,1,3,0,2,0,0.11,0.099,0.216,0,1,4979,12.6,6095
1669,1,2,1,3,1,0.821,0.84,0.845,1,1,11221,30.8,13266
1670,1,1,0,2,1,0.677,0.437,0.566,0,1,6576,19.95,8148
1671,1,2,1,3,0,0.505,0.671,0.599,1,1,7775,18.7,9793
1672,1,1,1,3,1,0.981,0.803,0.797,0,0,13891,27.3,14976
1673,1,1,1,3,1,0.448,0.676,0.434,1,1,7011,19.8,9026
1674,1,1,0,3,1,0.538,0.532,0.466,1,0,7984,17.85,9251
1675,1,4,0,2,1,0.655,0.536,0.67,1,1,6408,19.95,8009
1676,1,3,0,3,0,0.696,0.602,0.543,0,1,6196,15.75,7942
1677,1,3,1,2,0,0.238,0.09,0.396,1,1,2776,17.6,4893
1678,1,2,0,3,1,0.759,0.726,0.861,1,1,15037,29.4,16616
1679,1,1,0,2,1,0.441,0.515,0.636,1,0,5455,15.75,6883
1680,1,3,0,2,0,0.369,0.275,0.375,1,1,2080,15.75,3674
1681,1,4,0,3,0,0.446,0.414,0.657,0,1,7191,17.85,8881
1682,1,3,0,3,0,0.532,0.475,0.514,0,0,6149,16.8,7477
1683,1,1,1,2,1,0.516,0.624,0.692,1,1,8229,17.6,10433
1684,1,1,0,3,1,0.749,0.9,0.789,1,1,12709,30.45,14170
1685,1,1,1,3,0,0.416,0.676,0.697,0,0,6659,17.85,8654
1686,1,3,1,2,0,0.182,0.272,0.053,0,0,4159,14.7,5306
1687,1,2,1,3,1,0.742,0.822,0.722,1,1,10916,31.9,12985
1688,1,4,1,3,0,0.68,0.54,0.57,1,0,7880,19.95,9575
1689,1,4,1,2,0,0.304,0.229,0.134,1,0,2087,13.65,3471
1690,1,2,1,2,0,0.415,0.68,0.623,1,0,8243,21.0,9593
1691,1,2,1,2,1,0.538,0.571,0.622,1,1,5728,17.6,8233
1692,1,2,1,2,0,0.415,0.652,0.421,1,0,5266,21.0,6946
1693,1,3,0,1,0,0.386,0.081,0.236,0,1,1887,10.5,2960
1694,1,4,0,2,0,0.098,0.175,0.096,0,0,4743,15.75,6359
1695,1,1,0,3,0,0.635,0.425,0.619,1,1,6692,15.75,7699
1696,1,1,1,3,1,0.877,0.733,0.8,1,1,10732,33.0,13532
1697,1,4,0,3,0,0.536,0.601,0.445,0,1,5470,21.0,6622
1698,1,1,1,2,1,0.557,0.424,0.479,1,1,6895,22.0,8976
1699,1,2,1,3,1,0.757,0.701,0.954,0,1,15363,26.25,16691
1700,1,3,1,2,1,0.586,0.535,0.415,1,0,8135,21.0,9420
1701,1,1,1,2,0,0.457,0.501,0.656,0,1,7638,17.85,8839
1702,1,2,0,3,0,0.698,0.513,0.412,0,1,7930,15.75,9764
1703,1,2,0,3,0,0.41,0.409,0.626,1,0,6206,19.95,7438
1704,1,4,1,2,0,0.359,0.253,0.072,0,1,3543,11.55,4626
1705,1,2,0,3,1,0.848,0.904,0.947,1,1,14133,28.35,15986
1706,1,1,1,3,1,0.503,0.578,0.595,1,0,7358,21.0,9080
1707,1,4,1,2,0,0.124,0.253,0.195,1,1,4518,12.1,6699
1708,1,1,1,2,1,0.532,0.684,0.508,0,0,7830,17.85,9130
1709,1,2,0,2,1,0.407,0.404,0.532,0,0,6514,17.85,7830
1710,1,1,0,4,1,0.711,0.745,0.997,1,1,13318,26.25,15023
1711,1,2,0,3,1,0.925,0.78,0.748,0,0,14326,26.25,16084
1712,1,1,1,2,0,0.69,0.654,0.534,0,1,7342,19.95,9041
1713,1,3,1,2,0,0.123,0.189,0.11,1,0,1690,11.55,3330
1714,1,3,0,3,0,0.533,0.576,0.422,1,0,5714,17.85,7671
1715,1,3,0,3,0,0.641,0.464,0.623,1,1,6974,15.75,8037
1716,1,2,0,3,0,0.574,0.668,0.51,1,1,5952,15.75,7875
1717,1,3,0,1,0,0.365,0.267,0.187,0,0,4639,14.7,6460
1718,1,4,1,3,1,0.453,0.622,0.618,0,1,5970,15.75,7476
1719,1,4,1,2,0,0.219,0.216,0.225,0,1,3802,15.75,5282
1720,1,2,1,4,1,0.892,0.736,0.798,0,0,14805,31.5,16646
1721,1,4,0,2,0,0.149,0.396,0.12,1,0,1975,17.85,3324
1722,1,4,0,3,1,0.616,0.419,0.545,1,0,6883,17.85,8033
1723,1,1,1,2,1,0.651,0.639,0.528,1,0,5485,17.85,7004
1724,1,1,0,3,1,0.661,0.466,0.651,0,1,5681,21.0,6732
1725,1,4,0,3,1,0.695,0.545,0.404,0,0,7091,16.8,8869
1726,1,1,0,4,1,0.844,0.829,0.825,1,0,15000,30.45,16772
1727,1,3,0,3,0,0.42,0.649,0.5,1,0,6994,17.85,8452
1728,1,2,0,3,0,0.469,0.503,0.472,0,1,8334,16.8,10087
1729,1,2,0,4,1,0.799,0.994,0.72,0,1,14241,31.5,15460
1730,1,1,1,3,1,0.505,0.501,0.662,0,0,8361,15.75,9520
1731,1,4,0,3,1,0.474,0.407,0.51,1,1,7218,18.9,9113
1732,1,2,0,3,1,0.946,0.826,0.752,0,1,10376,26.25,11850
1733,1,2,0,3,1,0.591,0.488,0.614,1,0,5325,18.9,7045
